status,tenant,productCode,sourceType,productType,supportCountryCode,vendorCode,dataPolicyCode,larkProductCode,typeOfSim,operatorCode,purchaseType,skuType,dataType,baseSimEsimSkuCode,importType,supportedCountries,supportedCountryName,dailyResetTime,activationTime,networkType,apnOriginal,apn,onsiteCarrier,localPhoneNumber,localNumberCountry,hotspot,kycCode,kycNeeded,kycLinks,topUpOptions,activation,unsupportedApps,telcoPerks,note,dataPlanType,dateCreated,lastModifiedDate,createdAt,createdBy,updatedAt,updatedBy
Active,VN,3CW223DP,3,C,W22,3D,P,EW223DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH,US,CN,HK,MO,SG,MY,ID,TH,KR,JP,TW,PH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland, United States of America, China, Hong Kong, Macao, Singapore, Malaysia, Indonesia, Thailand, South Korea, Japan, Taiwan, Philippines",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4
US: T-mobile
China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1767085246000,1771818105000,2026-04-28T07:08:24.969Z,,2026-04-30T10:26:43.742Z,
Temporary,VN,4AWORELY,4,A,WOR,EL,Y,WORELF,SIM,ELITE,Manual Purchase,Datapack,Fixed Data,ELITEBLANKSIM,Official,"AU,AT,BE,BG,BR,CZ,DK,DE,EE,ES,FI,FR,GB,GI,GR,GP,HK,HR,HU,ID,IE,IL,IS,IT,LI,LT,LU,LV,MT,NL,NO,NZ,PL,PR,PT,RO,SE,SG,SI,SK,US,AX,CY,GF,GG,IM,JE,MO,MQ,RE,BL,MF,SM,LK,CH,VI,VA,CO,CR,GT,NI,PA,PE,SV,UY,YT","Australia, Austria, Belgium, Bulgaria, Brazil, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, United Kingdom, Gibraltar, Greece, Guadeloupe, Hong Kong, Croatia, Hungary, Indonesia, Ireland, Israel, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, New Zealand, Poland, Puerto Rico, Portugal, Romania, Sweden, Singapore, Slovenia, Slovakia, United States of America, Åland Islands, Cyprus, French Guiana, Guernsey, Isle of Man, Jersey, Macao, Martinique, Reunion, Saint Barthelemy, Saint Martin, San Marino, Sri Lanka, Switzerland, Virgin Islands (USA), Vatican, Colombia, Costa Rica, Guatemala, Nicaragua, Panama, Peru, El Salvador, Uruguay, Mayotte",Local time,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G/5G,three.co.uk,three.co.uk,Various,Yes,GB,Yes,1,No,,No,,,,"10 GBP: 40GB UK, including 6GB roaming
15 GBP: 100GB UK, including 12GB roaming
Unlimited local UK, EU calls/messages",,1744788925000,1771815301000,2026-04-28T07:08:24.967Z,,2026-04-30T10:10:03.035Z,
Active,VN,3CUSASSD,3,C,USA,SS,D,EUSASSP,eSIM,TMOBILE,Manual Purchase,Base + Datapack,Daily Data,,Official,US,United States of America,Local time,"It will be activated on the day that is chosen on the purchase order. For more information, please refer to the “Note” section”.",5G,APN：fast.t-mobile.com,APN：fast.t-mobile.com,T-mobile,Yes,US,Yes,1,No,,No,"Customers need to provide their EID and IMEI to receive notifications.
 The customer will receive the eSIM activation notification within 4 hours. After receiving the notification, they must activate the eSIM within 2–3 hours.
 If activation is not completed within this time, customers must contact Gohub to refresh the eSIM.
 Only one T-Mobile eSIM can be installed on one device.
Useful codes:
#686# – Check phone number
#932# – Check data usage",,,"Customers need to provide their EID and IMEI to receive notifications.
 The customer will receive the eSIM activation notification within 4 hours. After receiving the notification, they must activate the eSIM within 2–3 hours.
 If activation is not completed within this time, customers must contact Gohub to refresh the eSIM.
 Only one T-Mobile eSIM can be installed on one device.
Useful codes:
#686# – Check phone number
#932# – Check data usage",,1744788925000,1771815301000,2026-04-28T07:08:24.967Z,,2026-04-30T10:26:43.985Z,
Active,VN,1DCNMCTF,1,D,CNM,CT,F,1DCNMCTF,SIM,,Only Stock,,Fixed Data,,,,,,,,CTExcel,CTExcel,,,,,,,,,,,,,,,,2026-04-28T07:08:24.966Z,,2026-05-08T04:07:55.574Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1DTHADTF,1,D,THA,DT,F,1DTHADTF,SIM,,Only Stock,,Fixed Data,,,,,,,,Auto,Auto,,,,,,,,,,,,,,,,2026-04-28T07:08:24.965Z,,2026-05-08T04:08:12.663Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,1DTHATMF,1,D,THA,TM,F,1DTHATMF,SIM,,Only Stock,,Fixed Data,,,,,,,,Auto,Auto,,,,,,,,,,,,,,,,2026-04-28T07:08:24.964Z,,2026-05-08T04:09:02.721Z,cmfql1nbf0000yxfddj2kjt53
Temporary,VN,4CE33UBP,4,C,E33,UB,P,EE33UBP,eSIM,UHUIBAO,Only Stock,Base + Datapack,Daily Data,EBFEUBFX00GB01D,Official,"AT,BE,BG,CZ,DK,DE,EE,ES,FI,FR,GR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,CY,CH,TR,GB","Austria, Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Spain, Finland, France, Greece, Croatia, Hungary, Ireland, Iceland, Italy, Liechtenstein, Lithuania, Luxembourg, Latvia, Malta, Netherlands, Norway, Poland, Portugal, Romania, Sweden, Slovenia, Slovakia, Cyprus, Switzerland, Turkey, United Kingdom",Count 24h,It will be activated after receiving the network signal.,4G/5G,plus,plus,Various,No,,Yes,1,No,,No,,,,,,1757906198000,1766124463000,2026-04-28T07:08:24.964Z,,2026-04-30T10:26:43.464Z,
Active,VN,1DCNMCUF,1,D,CNM,CU,F,1DCNMCUF,SIM,,Only Stock,,Fixed Data,,,,,,,,3gnet,3gnet,,,,,,,,,,,,,,,,2026-04-28T07:08:24.963Z,,2026-05-08T04:09:21.593Z,cmfql1nbf0000yxfddj2kjt53
Active,VN,3CTWNWMF,3,C,TWN,WM,F,ETWNWMF,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Fixed Data,,Official,TW,Taiwan,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,Chunghwa Telecom,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1763006734000,1771815301000,2026-04-28T07:08:20.782Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CUSA3DB,3,C,USA,3D,B,EUSA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,US,United States of America,GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,T-mobile,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1765267899000,1771818105000,2026-04-28T07:08:20.781Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CUSA3DF,3,C,USA,3D,F,EUSA3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,US,United States of America,GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,T-mobile,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1765267889000,1771818105000,2026-04-28T07:08:20.779Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CUSABCF,3,C,USA,BC,F,EUSABCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,,Official,US,United States of America,GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,AT&T/T-Mobile,No,,Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-04-28T07:08:20.777Z,,2026-04-30T10:26:42.978Z,
Active,VN,3CTWNWMP,3,C,TWN,WM,P,ETWNWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,,Official,TW,Taiwan,GMT +8,It will be activated after receiving the network signal.,5G/4G,mobile.three.com.hk,mobile.three.com.hk,Chunghwa Telecom,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1763006701000,1771815301000,2026-04-28T07:08:20.776Z,,2026-04-30T10:26:43.222Z,
Active,VN,3CUSA3DP,3,C,USA,3D,P,EUSA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,US,United States of America,GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,T-mobile,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1765267899000,1771818105000,2026-04-28T07:08:20.775Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CUSA3DA,3,C,USA,3D,A,EUSA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,US,United States of America,GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,T-mobile,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1765267899000,1771818105000,2026-04-28T07:08:20.775Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CUSAJYP,3,C,USA,JY,P,EUSAJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,,Official,US,United States of America,GMT+8,It will be activated after receiving the network signal.,4G,plus,plus,AT&T ,No,,Yes,1,No,,No,,,,,,1744788925000,1766123923000,2026-04-28T07:08:20.774Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CUSAJYF,3,C,USA,JY,F,EUSAJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,,Official,US,United States of America,GMT+8,It will be activated after receiving the network signal.,4G,plus,plus,T-Mobile、AT&T、Verizon,No,,Yes,1,No,,No,,,,,,1744788925000,1766123923000,2026-04-28T07:08:20.773Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CUSABCP,3,C,USA,BC,P,EUSABCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,,Official,US,United States of America,GMT+8,It will be activated after receiving the network signal.,3G/4G,mobiledata,mobiledata,AT&T,No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,Optional Data Plan,1744788925000,1766124025000,2026-04-28T07:08:20.771Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTURWMP,3,C,TUR,WM,P,ETURWMP,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Daily Data,,Official,TR,Turkey,UTC +0,It will be activated after receiving the network signal.,4G,plus,plus,"AVEA (Turk telekom), Vodafone, Turkcell ",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1766565034000,1771815301000,2026-04-28T07:08:16.584Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTWN3DA,3,C,TWN,3D,A,ETWN3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,TW,Taiwan,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Taiwan: Chunghwa,No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878757000,1771818105000,2026-04-28T07:08:16.583Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHABCF,3,C,THA,BC,F,ETHABCF,eSIM,DTAC,API Purchase,Base + Datapack,Fixed Data,,Official,TH,Thailand,Local time,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G/5G,auto,auto,DTAC,Yes,TH,Yes,1,No,,No,,,,Go to Dtac/True Store to KYC for Call/SMS function,,1746608178000,1771815301000,2026-04-28T07:08:16.583Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHAJYB,3,C,THA,JY,B,ETHAJYP,eSIM,DTAC,API Purchase,Base + Datapack,Daily Data,,Official,TH,Thailand,GMT+8,It will be activated after receiving the network signal.,4G,auto,auto,DTAC,No,,Yes,1,No,,No,,,,,,1752117852000,1766123939000,2026-04-28T07:08:16.582Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTWN3DB,3,C,TWN,3D,B,ETWN3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,TW,Taiwan,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Taiwan: Chunghwa,No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878757000,1771818105000,2026-04-28T07:08:16.582Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTURWMF,3,C,TUR,WM,F,ETURWMF,eSIM,WORLDMOVE,API Purchase,Base + Datapack,Fixed Data,,Official,TR,Turkey,UTC +0,It will be activated after receiving the network signal.,4G,plus,plus,"AVEA (Turk telekom), Vodafone, Turkcell ",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1766565048000,1771815301000,2026-04-28T07:08:16.581Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHTBCF,3,C,THT,BC,F,ETHTBCF,eSIM,TRUEMOVE,API Purchase,Base + Datapack,Fixed Data,,Official,TH,Thailand,Local time,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G/5G,internet,internet,Truemove,Yes,TH,Yes,1,No,,No,,,,Go to Dtac/True Store to KYC for Call/SMS function,,1752834629000,1771815301000,2026-04-28T07:08:16.581Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CTWN3DP,3,C,TWN,3D,P,ETWN3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,TW,Taiwan,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Taiwan: Chunghwa,No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878757000,1771818105000,2026-04-28T07:08:16.580Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CTWNJYF,3,C,TWN,JY,F,ETWNJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,,Official,TW,Taiwan,GMT+8,It will be activated after receiving the network signal.,4G,mobile,mobile,CHT,No,,Yes,3,Yes,https://kyc.esim.exchange/,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-28T07:08:16.579Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTWN3DF,3,C,TWN,3D,F,ETWN3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,TW,Taiwan,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Taiwan: Chunghwa,No,,Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878759000,1771818105000,2026-04-28T07:08:16.577Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CSGP3DF,3,C,SGP,3D,F,ESGP3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,SG,Singapore,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Singapore: Simba,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878347000,1771818105000,2026-04-28T07:08:12.401Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CSEAJYF,3,C,SEA,JY,F,ESEAJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",GMT+7,It will be activated after receiving the network signal.,3G/4G,mobile.three.com.hk	,mobile.three.com.hk	,"Singapore-Simba、Starhub
Malaysia- Digi、Celcom	
Indonesia-Telkomsel
Thailand-Ais",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-28T07:08:12.401Z,,2026-04-30T10:26:43.222Z,
Active,VN,3CSEAJYP,3,C,SEA,JY,P,ESEAJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",GMT+7,It will be activated after receiving the network signal.,3G/4G,mobile.three.com.hk	,mobile.three.com.hk	,"Singapore-Simba、Starhub
Malaysia- Digi、Celcom	
Indonesia-Telkomsel
Thailand-Ais",No,,Yes,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123923000,2026-04-28T07:08:12.400Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CSGP3DB,3,C,SGP,3D,B,ESGP3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,SG,Singapore,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Singapore: Simba,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878335000,1771818105000,2026-04-28T07:08:12.400Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHA3DF,3,C,THA,3D,F,ETHA3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,TH,Thailand,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Thailand: AIS, True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878854000,1771818105000,2026-04-28T07:08:12.399Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHA3DB,3,C,THA,3D,B,ETHA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,TH,Thailand,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Thailand: AIS, True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878853000,1771818105000,2026-04-28T07:08:12.398Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CSGP3DA,3,C,SGP,3D,A,ESGP3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,SG,Singapore,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Singapore: Simba,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878335000,1771818105000,2026-04-28T07:08:12.398Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHA3DP,3,C,THA,3D,P,ETHA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,TH,Thailand,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Thailand: AIS, True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878853000,1771818105000,2026-04-28T07:08:12.397Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CTHA3DA,3,C,THA,3D,A,ETHA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,TH,Thailand,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Thailand: AIS, True",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878853000,1771818105000,2026-04-28T07:08:12.397Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CSGP3DP,3,C,SGP,3D,P,ESGP3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,SG,Singapore,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,Singapore: Simba,No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751878335000,1771818105000,2026-04-28T07:08:12.395Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CPHLJYF,3,C,PHL,JY,F,EPHLJYF,eSIM,JOYTEL,API Purchase,Base + Datapack,Fixed Data,,Official,PH,Philippines,GMT+8,It will be activated after receiving the network signal.,4G/5G,mobile.three.com.hk	,mobile.three.com.hk	,Globe,No,,No,1,No,,No,,"Tiktok, Chat GPT",,,,1744788925000,1766123934000,2026-04-28T07:08:08.204Z,,2026-04-30T10:26:43.222Z,
Active,VN,3CPHLJYP,3,C,PHL,JY,P,EPHLJYP,eSIM,JOYTEL,API Purchase,Base + Datapack,Daily Data,,Official,PH,Philippines,GMT+8,It will be activated after receiving the network signal.,4G/5G,mobile.three.com.hk,mobile.three.com.hk,Globe,No,,No,1,No,,No,,"Tiktok, Chat GPT",,,,1747303100000,1766123937000,2026-04-28T07:08:08.203Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CRUSBCP,3,C,RUS,BC,P,ERUSBCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,,Official,RU,Russia,Count 24h,It will be activated after receiving the network signal.,4G,cmhk,cmhk,MTS,No,,Yes,1,No,,No,,,,"Customer will receive an SMS, click the link to access internet",Optional Data Plan,1764748559000,1771815301000,2026-04-28T07:08:08.202Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CRUSBCF,3,C,RUS,BC,F,ERUSBCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,,Official,RU,Russia,Count 24h,It will be activated after receiving the network signal.,4G,cmhk,cmhk,MTS,No,,Yes,1,No,,No,,,,"Customer will receive an SMS, click the link to access internet",Optional Data Plan,1764748548000,1771815301000,2026-04-28T07:08:08.200Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CSAMBCF,3,C,SAM,BC,F,ESAMBCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,,Official,"MQ,SV,NI,PA,PE,AR,BR,CL,CO,EC,GF,UY","Martinique, El Salvador, Nicaragua, Panama, Peru, Argentina, Brazil, Chile, Colombia, Ecuador, French Guiana, Uruguay",GMT+8,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Martinique Island-Digicel，
El Salvador-movistar，
Nicaragua-movistar，
Panama-movistar，
Peru-Entel，
Argentina-Movistar，
Brazil-Vivo S.A，
Chile-movistar，
Columbia-movistar，
Ecuador-Movistar，
French Guiana-Digicel，
Uruguay-Movistar，",No,,Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-04-28T07:08:08.199Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CSEA3DP,3,C,SEA,3D,P,ESEA3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"SG,MY,ID","Singapore, Malaysia, Indonesia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat",No,,Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753866397000,1771818105000,2026-04-28T07:08:08.198Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CSAMBCP,3,C,SAM,BC,P,ESAMBCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,,Official,"MQ,SV,NI,PA,PE,AR,BR,CL,CO,EC,GF,UY","Martinique, El Salvador, Nicaragua, Panama, Peru, Argentina, Brazil, Chile, Colombia, Ecuador, French Guiana, Uruguay",GMT+8,It will be activated after receiving the network signal.,4G/5G,drei.at,drei.at,"Martinique Island-Digicel，
El Salvador-movistar，
Nicaragua-movistar，
Panama-movistar，
Peru-Entel，
Argentina-Movistar，
Brazil-Vivo S.A，
Chile-movistar，
Columbia-movistar，
Ecuador-Movistar，
French Guiana-Digicel，
Uruguay-Movistar，",No,,Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-04-28T07:08:08.196Z,,2026-04-30T10:26:43.464Z,
Active,VN,3CSEABCF,3,C,SEA,BC,F,ESEABCF,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Fixed Data,,Official,"SG,MY,ID","Singapore, Malaysia, Indonesia",GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Singapore: SIMBA/StarHub
Malaysia: U Mobile/Celcom
Indonesia: Telkomsel",No,,Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-04-28T07:08:08.194Z,,2026-04-30T10:26:43.742Z,
Active,VN,3CSEABCP,3,C,SEA,BC,P,ESEABCP,eSIM,BILLIONCONNECT,API Purchase,Base + Datapack,Daily Data,,Official,"SG,MY,ID","Singapore, Malaysia, Indonesia",GMT+8,It will be activated after receiving the network signal.,4G,mobile.three.com.hk,mobile.three.com.hk,"Singapore: SIMBA/StarHub
Malaysia: U Mobile/Celcom
Indonesia: Telkomsel",No,,Yes,1,No,,No,,,,,,1744788925000,1766124025000,2026-04-28T07:08:08.192Z,,2026-04-30T10:26:43.742Z,
